SampleID	location	project	site	plot	rep	deep	depth	group	SoilBD	fineroots	coarseroots	roots	soilg	stonesg	nodules	amountnodules	ecto	protium	Sand	Clay	Silt	BrayP	OlsenP	pH	SoilMoisturePerc	NH4ppm	NO3ppm	Nperc	Cperc	NMDS1A	NMDS2A	NMDS1B	NMDS2B	NMDS1	NMDS2	lat	lon	Growth_rate	Mortality_rate	Quadratic_diameter	Aboveground_biomass	Aboveground_Cstock	Forest_density	Aboveground_productivity	tmean	precip	plowestq	elevation	rich	invSimp	shannon	ectoareayes	totalarea	percecto	fabareayes	fabperc	treatment	FUNrich	arbreads	AMrich	ecmreads	ECMrich	arbrel	ecmrel	funrel	Cperct	Nperct	Pperct	myc	PP	PPrich	ST	STrich	Cstock	Nstock	Litter_Nperct	Litter_Cperct	Litter_CtoN	Litter_Ptot	litterleaf_mass	SOMmass%LF	SOMmass%Sand	SOMmass%S+C	SOMrel_NinLF	SOMrel_CinLF	SOMrel_NinSand	SOMrel_CinSand	SOMrel_NinSC	SOMrel_CinSC	Weathering	GibtoKaol	Ptot	BrayP/Ptot	Pstock	CN	totPinSC	CP
NOUB42A	NOU	imbalancep	B	4	2	0-15	A	lowN	1.141056263	1.9826	0.16	2.1426	859.9	5.9	0	o	m	0	79.56867196	5.675368899	14.75595914	3.19047619	2.313323572	3.98	30.19223521	9.512632289	5.258037257	0.188073322	2.775518537	-0.024238607	0.049104124	NA	NA	-0.097697448	-0.058063389	4.082899	-52.683623	0.806166667	0.009	283.8225	422.685	198.66195	516.0625	3.814166667	251	3320	300	130	162	62.77889447	4.619888094	55261.68464	352552.2679	15.67474944	89043.08765	25.25670539	A.lowN	287	85	7	35	10	0.032767926	0.013757862	0.954355268	2.775518537	0.188073322	NA	0.045644732	187	20	883	70	47.50534216	3.21903363	NA	NA	NA	NA	NA	1.337428175	57.89577967	40.92530216	0.017739417	0.456929899	0.029621011	0.087612356	0.128750405	1.591682208	2	0.179	58.8	0.054273968	0.10061489	14.75764084	0.035957516	472.1502185
NOUB42B	NOU	imbalancep	B	4	2	15-30	B	lowN	1.224920382	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.67879868	10.18070756	12.14049376	0.388349515	1.581259151	4.16	NA	NA	NA	0.086688396	1.260621786	NA	NA	NA	NA	NA	NA	4.082899	-52.683623	0.806166667	0.009	283.8225	422.685	198.66195	516.0625	3.814166667	251	3320	300	130	162	62.77889447	4.619888094	55261.68464	352552.2679	15.67474944	89043.08765	25.25670539	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	1.260621786	0.086688396	NA	NA	NA	NA	NA	NA	23.1624198	1.592795747	1.283	48.526	37.81220189	145.0827054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	14.54199005	NA	NA
NOUB43A	NOU	imbalancep	B	4	3	0-15	A	lowN	1.196523355	NA	NA	2.8184	901.7	0.6	0	o	NA	0	79.56867196	5.675368899	14.75595914	1.586538462	2.606149341	3.98	18.56322976	3.495681652	1.978687728	0.11658797	1.907486677	-0.008413423	0.112908274	NA	NA	-0.097791412	-0.104660699	4.082899	-52.683623	0.806166667	0.009	283.8225	422.685	198.66195	516.0625	3.814166667	251	3320	300	130	162	62.77889447	4.619888094	55261.68464	352552.2679	15.67474944	89043.08765	25.25670539	A.lowN	334	95	11	42	10	0.036722072	0.016574586	0.947888931	1.907486677	0.11658797	NA	0.052111069	202	26	458	92	34.23528536	2.092503434	NA	NA	NA	NA	NA	1.609538003	63.62642822	34.20765027	0.022285204	0.559086236	0.044118249	0.086376616	0.123683872	1.578882145	2	0.179	53.5	0.029662382	0.095996859	16.36092195	0.038065135	356.6292226
NOUB43B	NOU	imbalancep	B	4	3	15-30	B	lowN	1.429272824	NA	NA	0.0752	988.8	20.9	0	o	NA	0	77.67879868	10.18070756	12.14049376	0.45	2.606149341	4.17	22.18152866	0.874411705	1.469011664	0.071793489	1.064011931	NA	NA	-0.043483295	-0.030076157	0.030662311	0.04601891	4.082899	-52.683623	0.806166667	0.009	283.8225	422.685	198.66195	516.0625	3.814166667	251	3320	300	130	162	62.77889447	4.619888094	55261.68464	352552.2679	15.67474944	89043.08765	25.25670539	B.lowN	149	39	5	29	5	0.015	0.011196911	0.974134652	1.064011931	0.071793489	NA	0.025865348	172	12	457	45	22.81145006	1.539187241	1.297	45.118	34.778433	173.6195244	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	55.2	0.008148772	0.118393199	14.82045163	NA	192.6753416
NOUB44A	NOU	imbalancep	B	4	4	0-15	A	lowN	1.248009554	NA	NA	2.9363	940.5	0.8	0	o	NA	0	79.56867196	5.675368899	14.75595914	2.4	3.484626647	4	22.50606719	3.375823306	2.989010219	0.130437829	1.980126381	0.014970595	0.029583095	NA	NA	-0.022943576	-0.027563768	4.082899	-52.683623	0.806166667	0.009	283.8225	422.685	198.66195	516.0625	3.814166667	251	3320	300	130	162	62.77889447	4.619888094	55261.68464	352552.2679	15.67474944	89043.08765	25.25670539	A.lowN	234	342	13	7	6	0.130434783	0.003060778	0.867249905	1.980126381	0.130437829	NA	0.132750095	179	19	434	64	37.06824963	2.441814852	NA	NA	NA	NA	NA	0.576770088	60.39180589	32.68695306	0.007803512	0.203154273	0.012220451	0.035884834	0.082472459	0.999779729	2	0.179	NA	NA	NA	15.18061437	0.031103315	NA
NOUB44B	NOU	imbalancep	B	4	4	15-28	B	lowN	1.312101911	NA	NA	0.5985	961.2	1	0	o	NA	0	77.67879868	10.18070756	12.14049376	1.2	1.581259151	4.07	19.65280052	1.208194048	0.704779861	0.071734373	0.928545952	NA	NA	0.03749851	-0.087465294	0.136781832	0.081312033	4.082899	-52.683623	0.806166667	0.009	283.8225	422.685	198.66195	516.0625	3.814166667	251	3320	300	130	162	62.77889447	4.619888094	55261.68464	352552.2679	15.67474944	89043.08765	25.25670539	B.lowN	109	337	7	2	1	0.128283213	0.0008726	0.871053633	0.928545952	0.071734373	NA	0.128946367	35	4	296	31	18.27520377	1.411842118	1.248	42.732	34.24660399	134.6167909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	NA	NA	NA	12.94422622	NA	NA
NOUB45A	NOU	imbalancep	B	4	5	0-15	A	lowN	1.364118896	0.8382	1.0671	1.9053	1028	1.5	0	o	s	0	79.56867196	5.675368899	14.75595914	3.990825688	4.655929722	4.04	23.30349878	5.523334394	4.097957776	0.116949379	1.800598562	-0.027783157	0.06194154	NA	NA	-0.078967953	-0.040797055	4.082899	-52.683623	0.806166667	0.009	283.8225	422.685	198.66195	516.0625	3.814166667	251	3320	300	130	162	62.77889447	4.619888094	55261.68464	352552.2679	15.67474944	89043.08765	25.25670539	A.lowN	349	87	16	28	12	0.033448674	0.011014949	0.956257132	1.800598562	0.116949379	NA	0.043742868	335	29	715	109	36.84345784	2.392992866	NA	NA	NA	NA	NA	0.905202427	58.06226997	41.93773003	0.011044135	0.307250243	0	0.037562729	0.10281936	1.229384141	2	0.179	53.3	0.074853365	0.109092505	15.39639267	0.030892347	337.7267558
NOUB45B	NOU	imbalancep	B	4	5	15-30	B	lowN	1.356157113	NA	NA	NA	NA	NA	NA	NA	NA	NA	77.67879868	10.18070756	12.14049376	1.225490196	2.752562225	4.24	NA	NA	NA	0.075642444	1.011636436	NA	NA	NA	NA	NA	NA	4.082899	-52.683623	0.806166667	0.009	283.8225	422.685	198.66195	516.0625	3.814166667	251	3320	300	130	162	62.77889447	4.619888094	55261.68464	352552.2679	15.67474944	89043.08765	25.25670539	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	1.011636436	0.075642444	NA	NA	NA	NA	NA	NA	20.57906922	1.538745577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	0	55.5	0.022069355	0.112959161	13.3739258	NA	182.1814987
PARB41A	PAR	imbalancep	B	4	1	0-15	A	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.31190418	18.33292593	17.35516989	1.288659794	2.280701754	3.7	23.21	6.58	1.17	0.113636646	2.052955627	0.178120987	0.151244275	NA	NA	0.033736925	-0.147382024	5.277326	-52.927279	1.01075	0.00975	247.2775	371.115	174.42405	670.9025	4.21	258	2809	220	41	99	24.55162509	3.860219805	61773.26563	323704.7215	19.08321428	42259.61627	13.05498915	A.lowN	177	115	10	21	6	0.044095092	0.008353222	0.948269304	2.052955627	0.113636646	NA	0.051730696	7	5	886	50	39.10880469	2.164778106	1.319	48.753	36.95455255	161.8523601	NA	1.075161772	77.10303634	21.14484818	0.013678671	0.410316736	0	0.059167383	0.075316341	1.013078742	0	0	53.9	0.023905993	0.102689603	18.06596463	0.027391036	380.8448315
PARB41B	PAR	imbalancep	B	4	1	15-30	B	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.39506173	20.98765432	18.61728395	0.260416667	0.526315789	3.97	NA	NA	NA	0.055318251	0.900433809	NA	NA	NA	NA	NA	NA	5.277326	-52.927279	1.01075	0.00975	247.2775	371.115	174.42405	670.9025	4.21	258	2809	220	41	99	24.55162509	3.860219805	61773.26563	323704.7215	19.08321428	42259.61627	13.05498915	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	0.900433809	0.055318251	NA	NA	NA	NA	NA	NA	19.98963056	1.228065172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	16.27733683	NA	NA
PARB42A	PAR	imbalancep	B	4	2	0-15	A	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.31190418	18.33292593	17.35516989	1.631578947	1.802232855	3.86	21.07	1.68	0.34	0.102734081	1.756738603	0.201143443	0.058722227	NA	NA	0.079616312	-0.095863335	5.277326	-52.927279	1.01075	0.00975	247.2775	371.115	174.42405	670.9025	4.21	258	2809	220	41	99	24.55162509	3.860219805	61773.26563	323704.7215	19.08321428	42259.61627	13.05498915	A.lowN	153	203	7	132	7	0.081297557	0.054410552	0.872575124	1.756738603	0.102734081	NA	0.127424876	53	5	1471	47	33.46587039	1.957084243	NA	NA	NA	NA	NA	0.775502088	78.94213561	20.13322728	0.010738019	0.288232383	0.044352599	0.096082569	0.070460159	0.945266672	0	0	NA	NA	NA	17.09986195	0.024290739	NA
PARB42B	PAR	imbalancep	B	4	2	15-30	B	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.39506173	20.98765432	18.61728395	0.533980583	0.685805423	3.98	NA	NA	NA	0.042523291	0.713868221	NA	NA	NA	NA	NA	NA	5.277326	-52.927279	1.01075	0.00975	247.2775	371.115	174.42405	670.9025	4.21	258	2809	220	41	99	24.55162509	3.860219805	61773.26563	323704.7215	19.08321428	42259.61627	13.05498915	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	0.713868221	0.042523291	NA	NA	NA	NA	NA	NA	15.84787451	0.94401706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	124.1	0.004304418	0.275400061	16.78769927	NA	57.54492015
PARB43A	PAR	imbalancep	B	4	3	0-15	A	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.31190418	18.33292593	17.35516989	3.125	2.280701754	3.92	18.19	0.26	0.98	0.079478197	1.273911277	0.463278472	0.220033946	NA	NA	-0.074242605	-0.424420965	5.277326	-52.927279	1.01075	0.00975	247.2775	371.115	174.42405	670.9025	4.21	258	2809	220	41	99	24.55162509	3.860219805	61773.26563	323704.7215	19.08321428	42259.61627	13.05498915	A.lowN	80	11	3	21	4	0.004217791	0.00802139	0.987828072	1.273911277	0.079478197	NA	0.012171928	128	9	1368	23	24.26800983	1.514059653	1.295	48.788	37.67118968	182.3034861	NA	0.518237991	83.39645206	15.66673311	0.007199733	0.184503353	0.021621216	0.075831953	0.055304378	0.712592139	0	0	99.9	0.031272987	0.190359972	16.02843704	0.022881264	127.4848358
PARB43B	PAR	imbalancep	B	4	3	15-30	B	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.39506173	20.98765432	18.61728395	1.75	0.845295056	4.11	NA	NA	NA	0.029121296	0.462805241	NA	NA	NA	NA	NA	NA	5.277326	-52.927279	1.01075	0.00975	247.2775	371.115	174.42405	670.9025	4.21	258	2809	220	41	99	24.55162509	3.860219805	61773.26563	323704.7215	19.08321428	42259.61627	13.05498915	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	0.462805241	0.029121296	NA	NA	NA	NA	NA	NA	10.27427635	0.646492771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	57.2	0.030588418	0.127008858	15.89233008	NA	80.89417183
PARB44A	PAR	imbalancep	B	4	4	0-15	A	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.31190418	18.33292593	17.35516989	1.546391753	1.961722488	3.89	23.43	6.64	0.5	0.135456398	2.436174631	0.310580983	0.035150347	NA	NA	-0.074019131	-0.297087192	5.277326	-52.927279	1.01075	0.00975	247.2775	371.115	174.42405	670.9025	4.21	258	2809	220	41	99	24.55162509	3.860219805	61773.26563	323704.7215	19.08321428	42259.61627	13.05498915	A.lowN	143	6	3	66	4	0.002341007	0.025162028	0.972613161	2.436174631	0.135456398	NA	0.027386839	13	8	1918	45	46.40912672	2.580444382	NA	NA	NA	NA	NA	1.42999007	78.65938431	19.4836147	0.019564055	0.518583108	0	0.066058811	0.078116101	1.054003741	0	0	67.6	0.022885014	0.128725123	17.98493587	0.033157215	360.5288992
PARB44B	PAR	imbalancep	B	4	4	15-30	B	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.39506173	20.98765432	18.61728395	0.404040404	0.366826156	4.02	NA	NA	NA	0.068882488	1.266204298	NA	NA	NA	NA	NA	NA	5.277326	-52.927279	1.01075	0.00975	247.2775	371.115	174.42405	670.9025	4.21	258	2809	220	41	99	24.55162509	3.860219805	61773.26563	323704.7215	19.08321428	42259.61627	13.05498915	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	1.266204298	0.068882488	NA	NA	NA	NA	NA	NA	28.10973542	1.529191234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	69.2	0.005835106	0.153719532	18.38209303	NA	182.8637852
PARB45A	PAR	imbalancep	B	4	5	0-15	A	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	64.31190418	18.33292593	17.35516989	1.020408163	2.918660287	3.85	25.25	5.04	0.26	0.16869544	3.14447697	0.077095972	0.042041417	NA	NA	-0.01533086	-0.079341078	5.277326	-52.927279	1.01075	0.00975	247.2775	371.115	174.42405	670.9025	4.21	258	2809	220	41	99	24.55162509	3.860219805	61773.26563	323704.7215	19.08321428	42259.61627	13.05498915	A.lowN	242	84	10	35	9	0.032382421	0.013752456	0.954735641	3.14447697	0.16869544	NA	0.045264359	75	12	1165	79	59.90228628	3.213648132	1.379	46.704	33.87290477	161.225124	NA	1.388337961	79.77984927	18.18722729	0.017590028	0.458044732	0	0.088994844	0.077897319	1.010377629	0	0	NA	NA	NA	18.63996425	0.025176579	NA
PARB45B	PAR	imbalancep	B	4	5	15-30	B	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60.39506173	20.98765432	18.61728395	0.303030303	0.526315789	3.98	NA	NA	NA	0.050141444	0.790556371	NA	NA	NA	NA	NA	NA	5.277326	-52.927279	1.01075	0.00975	247.2775	371.115	174.42405	670.9025	4.21	258	2809	220	41	99	24.55162509	3.860219805	61773.26563	323704.7215	19.08321428	42259.61627	13.05498915	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	0.790556371	0.050141444	NA	NA	NA	NA	NA	NA	17.55035144	1.113140057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	15.76652587	NA	NA
SAL1A	SAL	guyafor	1	1	1	0-15	A	lowN	0.768975584	6.143	10.5514	16.6944	579.5	0	1	l	s	0	68.93823379	1.276161307	29.7856049	4.416167665	3.417085427	3.03	NA	NA	NA	0.134011944	2.639588277	0.310359538	-0.124397869	NA	NA	0.191876316	-0.124211446	4.38155	-52.28508333	NA	NA	NA	NA	NA	NA	NA	256	3758	380	58	NA	NA	NA	NA	NA	NA	NA	NA	A.lowN	96	38	5	2	2	0.014465169	0.000771903	0.984785089	2.639588277	0.134011944	NA	0.015214911	1020	5	875	25	30.44668404	1.545778695	1.2926808	49.18302727	38.04731011	157.6433121	99.4	6.846038864	58.90383657	44.20528151	0.101275074	2.354506675	0.037526599	0.529527421	0.165147483	1.752771677	0	NA	54	0.081551896	0.062461916	19.69666433	0.026838512	487.4439684
SAL1B	SAL	guyafor	1	1	1	15-30	B	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.00878294	2.509410289	48.48180678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.38155	-51.28508333	NA	NA	NA	NA	NA	NA	NA	256	3758	380	58	NA	NA	NA	NA	NA	NA	NA	NA	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
SAL2A	SAL	guyafor	1	1	2	0-15	A	lowN	1.331077495	4.9492	5.9383	10.8875	1003.1	0	1	l	o	0	68.93823379	1.276161307	29.7856049	3.150201613	2.561576355	3.13	NA	NA	NA	NA	NA	0.433115472	-0.324821334	NA	NA	0.157293128	-0.417537173	4.38155	-50.28508333	NA	NA	NA	NA	NA	NA	NA	256	3758	380	58	NA	NA	NA	NA	NA	NA	NA	NA	A.lowN	81	1	1	1151	5	0.00067659	0.437975647	0.561810574	1.760264615	0.096587657	NA	0.438189426	529	3	426	25	35.14572921	1.928484841	1.014475286	47.31331825	46.63821673	183.8235294	114.6	0.945367698	69.69847746	29.45566723	0.010554534	0.363210036	0.01559177	0.243626173	0.050517188	0.638125595	0	NA	NA	NA	NA	NA	0.001960389	NA
SAL2B	SAL	guyafor	1	1	2	15-30	B	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.00878294	2.509410289	48.48180678	0.984848485	0.78817734	3.58	NA	NA	NA	0	0.350926201	NA	NA	0.472526846	0.030292472	0.490944187	0.076398155	4.38155	-49.28508333	NA	NA	NA	NA	NA	NA	NA	256	3758	380	58	NA	NA	NA	NA	NA	NA	NA	NA	A.lowN	22	0	0	1511	3	0	0.574743248	0.425256752	0.350926201	0.001	NA	0.574743248	5	1	820	8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	17	0.057008658	NA	NA	NA	NA
SAL3A	SAL	guyafor	1	1	3	0-15	A	lowN	1.323646497	NA	NA	NA	NA	NA	NA	NA	NA	NA	68.93823379	1.276161307	29.7856049	2.220558882	1.782178218	3.38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.38155	-48.28508333	NA	NA	NA	NA	NA	NA	NA	256	3758	380	58	NA	NA	NA	NA	NA	NA	NA	NA	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	0.950551967	0.05259663	NA	NA	NA	NA	NA	NA	18.87292171	1.044290174	1.048599958	49.37949562	47.09088077	108.8709677	51.96	1.082960755	61.7088922	47.19324391	0.01480175	0.380961822	0.01540744	0.241894879	0.099047289	0.966531858	0	NA	24	0.091487026	0.048191013	NA	0.011643212	391.6274103
SAL3B	SAL	guyafor	1	1	3	15-30	B	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.00878294	2.509410289	48.48180678	0.732323232	0.703517588	3.68	NA	NA	NA	0.013406437	0.407056312	NA	NA	0.145531598	-0.460470051	0.349402692	-0.333490442	4.38155	-47.28508333	NA	NA	NA	NA	NA	NA	NA	256	3758	380	58	NA	NA	NA	NA	NA	NA	NA	NA	A.lowN	37	2	1	1567	2	0.001883239	0.596497906	0.403195131	0.407056312	0.013406437	NA	0.596804869	71	3	139	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	15	0.048968013	NA	30.36275127	NA	NA
SAL4A	SAL	guyafor	1	1	4	0-15	A	lowN	1.041268577	4.8334	2.855	7.6884	784.7	0	1	m	m	0	68.93823379	1.276161307	29.7856049	3.851888668	3.434343434	3.19	NA	NA	NA	0.116523204	2.080881834	0.450150387	-0.072480024	NA	NA	0.129902363	-0.372371159	4.38155	-46.28508333	NA	NA	NA	NA	NA	NA	NA	256	3758	380	58	NA	NA	NA	NA	NA	NA	NA	NA	A.lowN	73	11	3	19	1	0.004214559	0.007257448	0.988588817	2.080881834	0.116523204	NA	0.011411183	507	2	1430	14	32.50135301	1.819979259	1.430147767	46.19807053	32.30300504	200.4716981	38.72	1.934776105	66.95921013	30.59738705	0.021005966	0.634034478	0.016617831	0.263832005	0.109845745	1.552285165	0	NA	32	0.119546822	0.050325687	17.85808974	0.014337044	645.8203518
SAL4B	SAL	guyafor	1	1	4	15-30	B	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.00878294	2.509410289	48.48180678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.38155	-45.28508333	NA	NA	NA	NA	NA	NA	NA	256	3758	380	58	NA	NA	NA	NA	NA	NA	NA	NA	A.lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
SAL5A	SAL	guyafor	1	1	5	0-15	A	lowN	0.973328025	5.1812	10.6147	15.7959	733.5	0	0	l	o	1	68.93823379	1.276161307	29.7856049	2.370259481	2.772277228	3.27	NA	NA	NA	0.07665211	1.439647396	0.311286128	-0.163209678	NA	NA	0.125045966	-0.239819617	4.38155	-44.28508333	NA	NA	NA	NA	NA	NA	NA	256	3758	380	58	NA	NA	NA	NA	NA	NA	NA	NA	A.lowN	100	16	3	392	1	0.007152436	0.150019135	0.844807912	1.439647396	0.07665211	NA	0.155192088	40	6	695	27	21.01873737	1.119114698	1.055791616	50.44969749	47.78376406	125	90.24	3.25146664	68.18136621	28.07994432	0.034319567	1.241417911	0.025936032	0.49222334	0.079221262	1.09838146	0	NA	20	0.120843729	0.028636653	18.78157556	0.011752329	733.9802309
SAL5B	SAL	guyafor	1	1	5	15-30	B	lowN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	49.00878294	2.509410289	48.48180678	2.004950495	1.5	3.39	NA	NA	NA	0.031822052	0.629463315	NA	NA	0.065941333	-0.442208581	0.344362799	-0.276711544	4.38155	-43.28508333	NA	NA	NA	NA	NA	NA	NA	256	3758	380	58	NA	NA	NA	NA	NA	NA	NA	NA	A.lowN	29	7	1	1144	2	0.004713805	0.436308162	0.562190947	0.629463315	0.031822052	NA	0.437809053	18	2	1266	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	17	0.117318246	NA	19.78072674	NA	NA
TIB1A	TIB	guyafor	1	1	1	0-15	A	highN	0.601512739	1.1536	0.3553	1.5089	453.3	550.2	0	o	s	0	15.34733441	36.34894992	48.30371567	0.124254473	1.073170732	3.81	NA	NA	NA	0.39991497	5.87422514	-0.076336478	0.16980153	NA	NA	-0.176020546	-0.003264053	4.391616667	-52.27765	1.698833333	0.014666667	287.0183333	380.2633333	178.7237667	447.0833333	4.316666667	257	3765	381	46	NA	NA	NA	29994.38036	189684.5417	15.81277003	53984.56092	28.46017944	A.highN	171	43	5	448	8	0.019715727	0.173240526	0.813236972	5.87422514	0.39991497	NA	0.186763028	150	17	1058	52	53.00131879	3.608309234	1.608788311	47.89492607	29.77080684	176.0450161	78.44	1.872883044	19.94421199	77.84419207	0.018895387	0.70259263	0.018177691	0.334949378	0.280776829	3.88444338	3	0.308	247	0.000503544	0.222643673	14.6886853	0.088029634	238.0544572
TIB1B	TIB	guyafor	1	1	1	15-30	B	highN	0.589570064	0.2808	0.1922	0.473	444.3	408.8	0	o	NA	0	12.94390118	37.31343284	49.74266598	0.124007937	0.597014925	4.02	NA	NA	NA	0.229719713	3.438313961	NA	NA	-0.112617288	0.051661303	-0.029601584	0.083806131	4.391616667	-52.27765	1.698833333	0.014666667	287.0183333	380.2633333	178.7237667	447.0833333	4.316666667	257	3765	381	46	NA	NA	NA	29994.38036	189684.5417	15.81277003	53984.56092	28.46017944	B.highN	136	112	5	302	5	0.04813064	0.119984108	0.842525675	3.438313961	0.229719713	NA	0.157474325	91	11	563	30	30.40690472	2.03153799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.436	233	0.000531387	0.206378796	14.96743103	NA	147.335411
TIB2A	TIB	guyafor	1	1	2	0-15	A	highN	0.66029724	1.3735	1.5122	2.8857	497.6	336	1	m	m	0	15.34733441	36.34894992	48.30371567	0.224550898	1.089108911	3.87	NA	NA	NA	0.391893099	5.589892546	-0.395894107	-0.008801781	NA	NA	-0.267650884	0.167854672	4.391616667	-52.27765	1.698833333	0.014666667	287.0183333	380.2633333	178.7237667	447.0833333	4.316666667	257	3765	381	46	NA	NA	NA	29994.38036	189684.5417	15.81277003	53984.56092	28.46017944	A.highN	92	7	1	21	2	0.002684049	0.008009153	0.989349563	5.589892546	0.391893099	NA	0.010650437	7	4	1955	29	55.3648593	3.881488972	1.91977793	48.98928452	25.51820383	222.3974763	138.56	2.136539799	27.69551824	73.318096	0.03308968	0.727215247	0.019672501	0.254657053	0.35918042	2.980047468	3	0.308	200	0.001122024	0.198218094	14.2638198	0.041634093	279.3128422
TIB2B	TIB	guyafor	1	1	2	15-30	B	highN	0.654591295	0.4184	0.796	1.2144	493.3	118.8	0	o	m	0	12.94390118	37.31343284	49.74266598	0.024752475	0.390243902	4.22	NA	NA	NA	0.231226007	3.24174873	NA	NA	-0.120212635	0.008496421	-0.001398118	0.082683042	4.391616667	-52.27765	1.698833333	0.014666667	287.0183333	380.2633333	178.7237667	447.0833333	4.316666667	257	3765	381	46	NA	NA	NA	29994.38036	189684.5417	15.81277003	53984.56092	28.46017944	B.highN	131	87	8	6	3	0.033168128	0.002360346	0.964625333	3.24174873	0.231226007	NA	0.035374667	292	17	1060	34	31.8303075	2.270377972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	0.436	211	0.000117392	0.207034024	14.01982749	NA	153.7443313
TIB3A	TIB	guyafor	1	1	3	0-15	A	highN	0.770700637	1.5547	2.9851	4.5398	580.8	228.7	0	o	l	0	15.34733441	36.34894992	48.30371567	0.074404762	0.492610837	4.04	NA	NA	NA	0.190018639	2.65184625	-0.329628173	-0.217890793	NA	NA	-0.117867246	0.229243286	4.391616667	-52.27765	1.698833333	0.014666667	287.0183333	380.2633333	178.7237667	447.0833333	4.316666667	257	3765	381	46	NA	NA	NA	29994.38036	189684.5417	15.81277003	53984.56092	28.46017944	A.highN	86	0	0	1	1	0	0.000380373	0.999619627	2.65184625	0.190018639	NA	0.000380373	29	6	239	22	30.65669391	2.196712291	1.483489692	48.2472477	32.52280616	202.3026316	62.92	1.104477612	68.57711443	27.67164179	0.015636962	0.405562465	0.010649469	0.197714673	0.097108642	1.264498876	3	0.308	213	0.000349068	0.246415356	13.95571647	0.080187835	124.4106473
